WHO region,ITZ,COUNTRY/AREA/TERRITORY,COUNTRY_CODE,ORIGIN_SOURCE,ISO_YEAR,ISO_WEEK,ISO_SDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BVIC,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,32,2021-08-08T18:30:00.000Z,2767,2767,,34,339,,,373,9,,,9,382,2385,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,33,2021-08-15T18:30:00.000Z,3436,3436,,31,429,,,460,16,,,16,476,2960,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,34,2021-08-22T18:30:00.000Z,2154,2154,,21,326,,,347,24,,,24,371,1783,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,35,2021-08-29T18:30:00.000Z,2438,2438,,18,288,,,306,67,,,67,373,2065,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,36,2021-09-05T18:30:00.000Z,2492,2492,,4,180,,,184,144,,7,151,335,2157,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,37,2021-09-12T18:30:00.000Z,1991,1991,,11,88,,,99,117,,17,134,233,1758,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,38,2021-09-19T18:30:00.000Z,3088,3088,,5,96,,,101,204,,16,220,321,2767,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,39,2021-09-26T18:30:00.000Z,2752,2752,,3,67,,,70,263,,2,265,335,2417,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,40,2021-10-03T18:30:00.000Z,2509,2509,,4,24,,,28,208,,19,227,255,2254,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,41,2021-10-10T18:30:00.000Z,2005,2005,,2,19,,,21,166,,10,176,197,1808,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,42,2021-10-17T18:30:00.000Z,2194,2194,,,6,,,6,139,,20,159,165,2029,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,43,2021-10-24T18:30:00.000Z,2020,2020,,,4,,,4,98,,12,110,114,1906,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,44,2021-10-31T18:30:00.000Z,1631,1631,,,1,,,1,40,,6,46,47,1584,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,45,2021-11-07T18:30:00.000Z,903,903,,,,,,,11,,3,14,14,889,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,46,2021-11-14T18:30:00.000Z,1830,1830,,,,,,,18,,10,28,28,1802,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,47,2021-11-21T18:30:00.000Z,1144,1144,,1,1,,,2,3,,11,14,16,1128,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,48,2021-11-28T18:30:00.000Z,987,987,,1,,,,1,8,,1,9,10,977,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,49,2021-12-05T18:30:00.000Z,1577,1577,,3,3,,,6,2,,11,13,19,1558,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,50,2021-12-12T18:30:00.000Z,837,837,,,,,,,2,,,2,2,835,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,51,2021-12-19T18:30:00.000Z,2404,2404,,,1,,,1,,,3,3,4,2400,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2021,52,2021-12-26T18:30:00.000Z,1973,1973,,,3,,,3,,,1,1,4,1969,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,1,2022-01-02T18:30:00.000Z,1704,1704,,,,,,,,,5,5,5,1699,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,2,2022-01-09T18:30:00.000Z,3258,3258,,,,,,,3,,3,6,6,3252,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,3,2022-01-16T18:30:00.000Z,3155,3155,,,,,,,1,,,1,1,3154,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,4,2022-01-23T18:30:00.000Z,2628,2628,,,,,,,,,,,,2628,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,5,2022-01-30T18:30:00.000Z,1790,1790,,,,,,,,,,,,1790,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,6,2022-02-06T18:30:00.000Z,1848,1848,,,,,,,,,,,,1848,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,7,2022-02-13T18:30:00.000Z,1358,1358,,,,,,,,,,,,1358,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,8,2022-02-20T18:30:00.000Z,894,894,,,,,,,,,,,,894,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,9,2022-02-27T18:30:00.000Z,685,685,,,,,,,,,,,,685,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,10,2022-03-06T18:30:00.000Z,525,525,,,,,,,,,,,,525,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,11,2022-03-13T18:30:00.000Z,244,244,,,32,,,32,20,,,20,52,192,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,12,2022-03-20T18:30:00.000Z,174,174,,,13,,,13,11,,,11,24,150,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,13,2022-03-27T18:30:00.000Z,398,398,,3,17,,,20,26,,,26,46,352,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,14,2022-04-03T18:30:00.000Z,167,167,,,3,,,3,18,,,18,21,146,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,15,2022-04-10T18:30:00.000Z,466,466,,,,,,,,,,,,466,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,16,2022-04-17T18:30:00.000Z,199,199,,,,,,,,,,,,199,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,17,2022-04-24T18:30:00.000Z,215,215,,,,,,,,,,,,215,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,18,2022-05-01T18:30:00.000Z,198,198,,1,,,,1,,,,,1,197,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,19,2022-05-08T18:30:00.000Z,112,112,,,,,,,,,,,,112,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,20,2022-05-15T18:30:00.000Z,176,176,,,,,,,,,,,,176,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,21,2022-05-22T18:30:00.000Z,117,117,,,,,,,,,,,,117,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,22,2022-05-29T18:30:00.000Z,132,132,,,,,,,,,,,,132,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,23,2022-06-05T18:30:00.000Z,135,135,,,,,,,,,,,,135,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,24,2022-06-12T18:30:00.000Z,210,210,,1,,,,1,,,,,1,209,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,25,2022-06-19T18:30:00.000Z,170,170,,,,,,,,,,,,170,2
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,26,2022-06-26T18:30:00.000Z,176,176,,2,,,,2,,,,,2,174,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,27,2022-07-03T18:30:00.000Z,293,293,,8,,,,8,,,,,8,285,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,28,2022-07-10T18:30:00.000Z,220,220,,10,1,,,11,,,,,11,209,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,29,2022-07-17T18:30:00.000Z,249,249,,48,,,,48,,,,,48,201,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,30,2022-07-24T18:30:00.000Z,353,353,,53,4,,,57,,,,,57,296,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,31,2022-07-31T18:30:00.000Z,312,312,,64,2,,,66,,,,,66,246,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,32,2022-08-07T18:30:00.000Z,328,328,,96,1,,,97,,,1,1,98,230,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,33,2022-08-14T18:30:00.000Z,293,293,,72,5,,,77,,,,,77,216,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,34,2022-08-21T18:30:00.000Z,228,228,,47,3,,,50,,,,,50,178,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,35,2022-08-28T18:30:00.000Z,230,230,,41,2,,,43,,,,,43,187,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,36,2022-09-04T18:30:00.000Z,178,178,,17,2,,,19,,,,,19,159,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,37,2022-09-11T18:30:00.000Z,178,178,,9,4,,,13,,,,,13,165,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,38,2022-09-18T18:30:00.000Z,231,231,,12,6,,,18,,,,,18,213,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,39,2022-09-25T18:30:00.000Z,224,224,,13,7,,,20,,,,,20,204,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,40,2022-10-02T18:30:00.000Z,171,171,,2,3,,,5,,,,,5,166,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,41,2022-10-09T18:30:00.000Z,150,150,,3,3,,,6,,,,,6,144,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,42,2022-10-16T18:30:00.000Z,152,152,,,7,,,7,,,,,7,145,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,43,2022-10-23T18:30:00.000Z,135,135,,2,7,,,9,,,,,9,126,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,44,2022-10-30T18:30:00.000Z,91,91,,1,,,,1,,,,,1,90,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,45,2022-11-06T18:30:00.000Z,136,136,,,6,,,6,,,,,6,130,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,46,2022-11-13T18:30:00.000Z,119,119,,,1,,,1,,,,,1,118,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,47,2022-11-20T18:30:00.000Z,113,113,,,2,,,2,,,,,2,111,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,48,2022-11-27T18:30:00.000Z,151,151,,,4,,,4,,,,,4,147,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,49,2022-12-04T18:30:00.000Z,128,128,,,3,,,3,2,,,2,5,123,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,50,2022-12-11T18:30:00.000Z,85,85,,,2,,,2,,,,,2,83,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,51,2022-12-18T18:30:00.000Z,57,57,,,4,,,4,1,,,1,5,52,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2022,52,2022-12-25T18:30:00.000Z,109,109,,,18,,,18,1,,,1,19,90,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,1,2023-01-01T18:30:00.000Z,221,221,,,19,,,19,2,,,2,21,200,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,2,2023-01-08T18:30:00.000Z,154,154,,,18,,,18,,,,,18,136,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,3,2023-01-15T18:30:00.000Z,39,39,,,2,,,2,,,,,2,37,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,4,2023-01-22T18:30:00.000Z,139,139,,4,10,,,14,,,,,14,125,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,5,2023-01-29T18:30:00.000Z,130,130,,,17,,,17,,,,,17,113,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,6,2023-02-05T18:30:00.000Z,135,135,,,21,,,21,1,,,1,22,113,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,7,2023-02-12T18:30:00.000Z,126,126,,,19,,,19,1,,,1,20,106,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,8,2023-02-19T18:30:00.000Z,192,192,,,45,,,45,5,,,5,50,142,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,9,2023-02-26T18:30:00.000Z,147,147,,,40,,,40,9,,,9,49,98,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,10,2023-03-05T18:30:00.000Z,183,183,,,31,,,31,16,,,16,47,136,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,11,2023-03-12T18:30:00.000Z,251,251,,,32,,,32,22,,,22,54,197,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,12,2023-03-19T18:30:00.000Z,180,180,,1,13,,,14,11,,,11,25,155,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,13,2023-03-26T18:30:00.000Z,190,190,,2,11,,,13,19,,,19,32,158,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,14,2023-04-02T18:30:00.000Z,167,167,,,3,,,3,18,,,18,21,146,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,15,2023-04-09T18:30:00.000Z,144,144,,,3,,,3,13,,,13,16,128,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,16,2023-04-16T18:30:00.000Z,148,148,,,1,,,1,8,,,8,9,139,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,17,2023-04-23T18:30:00.000Z,143,143,,2,1,,,3,7,,,7,10,26,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,18,2023-04-30T18:30:00.000Z,123,123,,1,1,,,2,5,,,5,7,40,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,19,2023-05-07T18:30:00.000Z,151,151,,10,,,,10,2,,,2,12,139,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,20,2023-05-14T18:30:00.000Z,155,155,,5,2,,,7,3,,,3,10,54,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,21,2023-05-21T18:30:00.000Z,133,133,,10,,,,10,1,,,1,11,68,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,22,2023-05-28T18:30:00.000Z,155,155,,24,,,,24,3,,,3,27,128,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,23,2023-06-04T18:30:00.000Z,207,207,,24,,,,24,,,,,24,183,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,24,2023-06-11T18:30:00.000Z,254,254,,31,3,,,34,2,,,2,36,132,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,25,2023-06-18T18:30:00.000Z,61,61,,,,,,,3,,,3,3,58,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,26,2023-06-25T18:30:00.000Z,165,165,,33,2,,,35,,,1,1,36,64,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,27,2023-07-02T18:30:00.000Z,202,202,,28,,,,28,4,,,4,32,70,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,28,2023-07-09T18:30:00.000Z,143,143,,19,,,,19,1,,1,2,21,,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,29,2023-07-16T18:30:00.000Z,167,167,,14,,,,14,3,,,3,17,,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,30,2023-07-23T18:30:00.000Z,38,38,,,2,,,2,2,,,2,4,,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,31,2023-07-30T18:30:00.000Z,52,52,,,7,,,7,5,,,5,12,,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,32,2023-08-06T18:30:00.000Z,123,123,,12,10,,,22,4,,1,5,27,96,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,33,2023-08-13T18:30:00.000Z,131,131,,8,5,,,13,9,,1,10,23,108,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,34,2023-08-20T18:30:00.000Z,145,145,,10,16,,,26,12,,,12,38,107,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,35,2023-08-27T18:30:00.000Z,174,174,,6,21,,,27,13,,1,14,41,97,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,36,2023-09-03T18:30:00.000Z,162,162,,8,14,,,22,22,,,22,44,79,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,38,2023-09-17T18:30:00.000Z,199,199,,15,23,,,38,15,,,15,53,83,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,39,2023-09-24T18:30:00.000Z,169,169,,7,13,,,20,22,,3,25,45,124,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,40,2023-10-01T18:30:00.000Z,158,158,,13,19,,,32,14,,3,17,49,109,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,41,2023-10-08T18:30:00.000Z,150,150,,12,17,,,29,15,,2,17,46,104,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,42,2023-10-15T18:30:00.000Z,155,155,,17,11,,,28,13,,2,15,43,112,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,43,2023-10-22T18:30:00.000Z,139,139,,11,4,,,15,4,,4,8,23,116,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,44,2023-10-29T18:30:00.000Z,147,147,,14,11,,,25,5,,2,7,32,115,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,45,2023-11-05T18:30:00.000Z,104,104,,12,3,,,15,3,,,3,18,86,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,46,2023-11-12T18:30:00.000Z,45,45,,10,1,,,11,1,,,1,12,33,1
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,47,2023-11-19T18:30:00.000Z,132,132,,9,1,,,10,4,,3,7,17,72,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,48,2023-11-26T18:30:00.000Z,116,116,,5,1,,,6,7,,,7,13,103,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,49,2023-12-03T18:30:00.000Z,162,162,,9,8,,,17,2,,11,13,30,132,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,50,2023-12-10T18:30:00.000Z,149,149,,8,5,,,13,6,,,6,19,130,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,51,2023-12-17T18:30:00.000Z,200,200,,14,6,,,20,10,,,10,30,170,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2023,52,2023-12-24T18:30:00.000Z,200,200,,7,4,,,11,,,8,8,19,181,3
SEAR,Southern Asia,India,IND,NONSENTINEL,2024,1,2023-12-31T18:30:00.000Z,135,135,,2,,,,2,1,,,1,3,132,3
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,1,1996-12-29T18:30:00.000Z,,,,,,,,,,,,,,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,9,1997-02-23T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,10,1997-03-02T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,11,1997-03-09T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,12,1997-03-16T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,13,1997-03-23T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,14,1997-03-30T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,15,1997-04-06T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,16,1997-04-13T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,17,1997-04-20T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,18,1997-04-27T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,27,1997-06-29T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,28,1997-07-06T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,29,1997-07-13T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,30,1997-07-20T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,31,1997-07-27T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,32,1997-08-03T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,34,1997-08-17T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,35,1997-08-24T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,36,1997-08-31T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,37,1997-09-07T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,38,1997-09-14T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,39,1997-09-21T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,40,1997-09-28T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,41,1997-10-05T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,42,1997-10-12T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,43,1997-10-19T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1997,44,1997-10-26T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,8,1998-02-15T18:30:00.000Z,,,,,,,,,,,,,,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,17,1998-04-19T18:30:00.000Z,,,,,,,,,,,,,,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,27,1998-06-28T18:30:00.000Z,,,,,,,,,,,,,,,4
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,29,1998-07-12T18:30:00.000Z,,,,,,,,,,,,,,,5
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,30,1998-07-19T18:30:00.000Z,,,,,,,,,,,,,,,5
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,31,1998-07-26T18:30:00.000Z,,,,,1,,,1,,,,,1,,5
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,32,1998-08-02T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,33,1998-08-09T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,34,1998-08-16T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,35,1998-08-23T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,36,1998-08-30T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,37,1998-09-06T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,38,1998-09-13T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,39,1998-09-20T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,40,1998-09-27T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,41,1998-10-04T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,42,1998-10-11T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,43,1998-10-18T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,44,1998-10-25T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,45,1998-11-01T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,46,1998-11-08T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,47,1998-11-15T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,48,1998-11-22T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,49,1998-11-29T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,50,1998-12-06T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,51,1998-12-13T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,52,1998-12-20T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1998,53,1998-12-27T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,1,1999-01-03T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,2,1999-01-10T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,3,1999-01-17T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,4,1999-01-24T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,5,1999-01-31T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,6,1999-02-07T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,7,1999-02-14T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,8,1999-02-21T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,9,1999-02-28T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,10,1999-03-07T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,11,1999-03-14T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,12,1999-03-21T18:30:00.000Z,,,,,,,,,,,,,,,4
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,16,1999-04-18T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,25,1999-06-20T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,26,1999-06-27T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,27,1999-07-04T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,28,1999-07-11T18:30:00.000Z,,,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,1999,29,1999-07-18T18:30:00.000Z,,,,,,,,,,,,,,,2
