WHO region,ITZ,COUNTRY/AREA/TERRITORY,COUNTRY_CODE,ORIGIN_SOURCE,ISO_YEAR,ISO_WEEK,ISO_SDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BVIC,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY
SEAR,Southern Asia,India,IND,NOTDEFINED,2020,52,2020-12-20T18:30:00.000Z,41,41,,,1,,,1,,,,,1,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2020,53,2020-12-27T18:30:00.000Z,52,52,,1,1,,,2,,,,,2,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,1,2021-01-03T18:30:00.000Z,68,68,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,2,2021-01-10T18:30:00.000Z,3699,3699,,1,5,,,6,4,,3,7,13,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,3,2021-01-17T18:30:00.000Z,3534,3534,,,3,,,3,2,,,2,5,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,4,2021-01-24T18:30:00.000Z,3059,3059,,,,,,,,,,,,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,5,2021-01-31T18:30:00.000Z,2277,2277,,,,,,,,,1,1,1,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,6,2021-02-07T18:30:00.000Z,2271,2271,,1,,,,1,,,,,1,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,7,2021-02-14T18:30:00.000Z,1391,1391,,,,,,,,,,,,,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,8,2021-02-21T18:30:00.000Z,893,893,,1,19,,,20,,,,,20,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,9,2021-02-28T18:30:00.000Z,936,936,,1,8,,,9,,,,,9,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,10,2021-03-07T18:30:00.000Z,999,999,,,8,,,8,,,,,8,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,11,2021-03-14T18:30:00.000Z,958,958,,,14,,,14,,,,,14,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,12,2021-03-21T18:30:00.000Z,898,898,,,6,,,6,,,,,6,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,13,2021-03-28T18:30:00.000Z,1219,1219,,,7,,,7,,,,,7,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,14,2021-04-04T18:30:00.000Z,1734,1734,,,16,,,16,,,,,16,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,15,2021-04-11T18:30:00.000Z,1520,1520,,1,9,,,10,,,,,10,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,16,2021-04-18T18:30:00.000Z,2246,2246,,,5,,,5,,,,,5,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,17,2021-04-25T18:30:00.000Z,2080,2080,,,5,,,5,1,,,1,6,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,18,2021-05-02T18:30:00.000Z,2779,2779,,1,6,,,7,,,,,7,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,19,2021-05-09T18:30:00.000Z,2791,2791,,,1,,,1,1,,,1,2,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,20,2021-05-16T18:30:00.000Z,2555,2555,,2,8,,,10,,,,,10,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,21,2021-05-23T18:30:00.000Z,2416,2416,,,7,,,7,,,,,7,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,22,2021-05-30T18:30:00.000Z,2377,2377,,1,4,,,5,1,,,1,6,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,23,2021-06-06T18:30:00.000Z,1787,1787,,1,2,,,3,,,,,3,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,24,2021-06-13T18:30:00.000Z,1994,1994,,4,,,,4,,,,,4,,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,25,2021-06-20T18:30:00.000Z,1861,1861,,4,5,,,9,,,,,9,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,26,2021-06-27T18:30:00.000Z,2011,2011,,8,25,,,33,,,,,33,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,27,2021-07-04T18:30:00.000Z,2538,2538,,2,53,,,55,,,,,55,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,28,2021-07-11T18:30:00.000Z,2522,2522,,8,84,,,92,,,,,92,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,29,2021-07-18T18:30:00.000Z,5433,5433,,13,126,,,139,,,1,1,140,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,30,2021-07-25T18:30:00.000Z,2719,2719,,22,130,,,152,,,,,152,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,31,2021-08-01T18:30:00.000Z,2714,2714,,10,215,,,225,5,,,5,230,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,32,2021-08-08T18:30:00.000Z,202,202,,,5,,,5,,,,,5,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,33,2021-08-15T18:30:00.000Z,135,135,,,2,,,2,,,,,2,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,34,2021-08-22T18:30:00.000Z,51,51,,,2,,,2,1,,,1,3,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2021,35,2021-08-29T18:30:00.000Z,16,16,,1,1,,,2,1,,,1,3,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,1,2022-01-02T18:30:00.000Z,,,,,,,,,,,,,,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,2,2022-01-09T18:30:00.000Z,502,502,,1,5,,,6,1,,,1,7,495,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,3,2022-01-16T18:30:00.000Z,489,489,,,3,,,3,2,,,2,5,484,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,4,2022-01-23T18:30:00.000Z,449,449,,,1,,,1,,,,,1,448,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,5,2022-01-30T18:30:00.000Z,470,470,,,,,,,1,,,1,1,469,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,6,2022-02-06T18:30:00.000Z,419,419,,1,,,,1,,,,,1,418,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,7,2022-02-13T18:30:00.000Z,518,518,,,,,,,,,,,,518,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,8,2022-02-20T18:30:00.000Z,411,411,,,1,,,1,,,,,1,410,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,9,2022-02-27T18:30:00.000Z,364,364,,,,,,,,,,,,364,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,10,2022-03-06T18:30:00.000Z,317,317,,2,,,,2,,,,,2,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,11,2022-03-13T18:30:00.000Z,505,505,,,,,,,,,3,3,3,502,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,12,2022-03-20T18:30:00.000Z,498,498,,,,,,,,,,,,498,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,13,2022-03-27T18:30:00.000Z,476,476,,2,,,,2,,,,,2,474,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,14,2022-04-03T18:30:00.000Z,498,498,,,2,,,2,,,,,2,496,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,15,2022-04-10T18:30:00.000Z,550,550,,1,2,,,3,1,,,1,4,546,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,16,2022-04-17T18:30:00.000Z,379,379,,4,1,,,5,,,,,5,374,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,18,2022-05-01T18:30:00.000Z,487,487,,6,3,,,9,,,,,9,478,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,19,2022-05-08T18:30:00.000Z,469,469,,6,9,,,15,,,,,15,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,20,2022-05-15T18:30:00.000Z,477,477,,9,5,,,16,,,,,16,463,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,21,2022-05-22T18:30:00.000Z,516,516,,7,1,,,8,,,,,8,508,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,22,2022-05-29T18:30:00.000Z,489,489,,11,11,,,22,,,,,22,467,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,23,2022-06-05T18:30:00.000Z,463,463,,12,1,,,13,,,,,13,450,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,24,2022-06-12T18:30:00.000Z,269,269,,8,,,,8,,,,,8,,1
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,25,2022-06-19T18:30:00.000Z,352,352,,,8,,,8,,,,,8,344,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,26,2022-06-26T18:30:00.000Z,319,319,,1,1,,,2,,,,,2,294,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,27,2022-07-03T18:30:00.000Z,456,456,,3,2,,,5,,,,,5,451,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,28,2022-07-10T18:30:00.000Z,385,385,,6,4,,,10,,,,,10,375,2
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,30,2022-07-24T18:30:00.000Z,304,304,,14,,,,14,,,,,14,290,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,31,2022-07-31T18:30:00.000Z,354,354,,25,2,,,27,,,,,27,327,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,32,2022-08-07T18:30:00.000Z,306,306,,13,1,,,14,,,,,14,292,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,33,2022-08-14T18:30:00.000Z,242,242,,22,2,,,24,,,2,2,26,216,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,34,2022-08-21T18:30:00.000Z,298,298,,25,11,,,36,,,,,36,262,3
SEAR,Southern Asia,India,IND,NOTDEFINED,2022,35,2022-08-28T18:30:00.000Z,432,432,,43,3,,,46,2,,8,10,56,376,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,32,2021-08-08T18:30:00.000Z,41,41,,1,12,,,13,,,0,0,13,28,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,33,2021-08-15T18:30:00.000Z,34,34,,,6,,,6,,,0,0,6,28,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,34,2021-08-22T18:30:00.000Z,50,50,,6,8,,,14,1,,2,3,17,33,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,35,2021-08-29T18:30:00.000Z,67,67,,1,17,,,18,1,,2,3,21,46,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,36,2021-09-05T18:30:00.000Z,93,93,,1,10,,,11,4,,1,5,16,76,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,37,2021-09-12T18:30:00.000Z,131,131,,1,16,,,17,8,,0,8,25,92,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,38,2021-09-19T18:30:00.000Z,100,100,,,7,,,7,9,,2,11,18,61,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,39,2021-09-26T18:30:00.000Z,141,141,,,9,,,9,23,,2,25,34,90,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,40,2021-10-03T18:30:00.000Z,99,99,,,2,,,2,26,,1,27,29,70,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,41,2021-10-10T18:30:00.000Z,763,763,,1,18,,,19,62,3,13,78,97,87,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,42,2021-10-17T18:30:00.000Z,588,588,,1,21,,,22,32,,3,35,57,74,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,43,2021-10-24T18:30:00.000Z,587,587,,3,14,,,17,22,,5,27,44,63,2
SEAR,Southern Asia,India,IND,SENTINEL,2021,44,2021-10-31T18:30:00.000Z,575,575,,2,23,,,25,25,,7,32,57,51,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,45,2021-11-07T18:30:00.000Z,419,419,,1,13,,,14,13,,3,16,30,25,3
SEAR,Southern Asia,India,IND,SENTINEL,2021,46,2021-11-14T18:30:00.000Z,454,454,,1,8,,,9,11,,4,15,24,37,2
SEAR,Southern Asia,India,IND,SENTINEL,2021,47,2021-11-21T18:30:00.000Z,275,275,,,6,,,6,7,,1,8,14,42,2
SEAR,Southern Asia,India,IND,SENTINEL,2021,48,2021-11-28T18:30:00.000Z,27,27,,,,,,,2,,0,2,2,25,2
SEAR,Southern Asia,India,IND,SENTINEL,2021,49,2021-12-05T18:30:00.000Z,26,26,,,,,,,1,,0,1,1,25,2
SEAR,Southern Asia,India,IND,SENTINEL,2021,50,2021-12-12T18:30:00.000Z,495,495,,1,3,,,4,9,,0,9,13,30,2
SEAR,Southern Asia,India,IND,SENTINEL,2021,51,2021-12-19T18:30:00.000Z,444,444,,2,8,,,10,4,,2,6,16,28,2
SEAR,Southern Asia,India,IND,SENTINEL,2021,52,2021-12-26T18:30:00.000Z,394,394,,1,2,,,3,6,,0,6,9,27,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,1,2022-01-02T18:30:00.000Z,2,2,,,,,,,,,,,,2,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,2,2022-01-09T18:30:00.000Z,49,49,,,,,,,,,3,3,3,46,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,3,2022-01-16T18:30:00.000Z,29,29,,,,,,,,,,,,29,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,4,2022-01-23T18:30:00.000Z,50,50,,,,,,,,,,,,50,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,5,2022-01-30T18:30:00.000Z,30,30,,,,,,,,,,,,30,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,6,2022-02-06T18:30:00.000Z,36,36,,,,,,,,,,,,36,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,7,2022-02-13T18:30:00.000Z,25,25,,,,,,,,,,,,25,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,8,2022-02-20T18:30:00.000Z,26,26,,,,,,,,,,,,26,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,9,2022-02-27T18:30:00.000Z,37,37,,,,,,,,,,,,37,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,10,2022-03-06T18:30:00.000Z,37,37,,,,,,,,,,,,37,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,11,2022-03-13T18:30:00.000Z,27,27,,,,,,,,,,,,27,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,12,2022-03-20T18:30:00.000Z,27,27,,,,,,,,,,,,27,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,13,2022-03-27T18:30:00.000Z,26,26,,,,,,,,,,,,26,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,14,2022-04-03T18:30:00.000Z,30,30,,,,,,,,,,,,30,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,15,2022-04-10T18:30:00.000Z,20,20,,,,,,,,,,,,20,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,16,2022-04-17T18:30:00.000Z,21,21,,,,,,,,,,,,21,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,17,2022-04-24T18:30:00.000Z,28,28,,1,,,,1,,,,,1,27,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,18,2022-05-01T18:30:00.000Z,42,42,,1,,,,1,,,,,1,41,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,19,2022-05-08T18:30:00.000Z,24,24,,,,,,,,,,,,24,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,20,2022-05-15T18:30:00.000Z,42,42,,,1,,,1,,,,,1,41,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,21,2022-05-22T18:30:00.000Z,29,29,,3,,,,3,,,,,3,26,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,22,2022-05-29T18:30:00.000Z,32,32,,,,,,,,,,,,32,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,23,2022-06-05T18:30:00.000Z,37,37,,2,,,,2,,,,,2,35,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,24,2022-06-12T18:30:00.000Z,30,30,,3,,,,3,,,,,3,27,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,25,2022-06-19T18:30:00.000Z,35,35,,,,,,,,,,,,35,2
SEAR,Southern Asia,India,IND,SENTINEL,2022,26,2022-06-26T18:30:00.000Z,34,34,,2,,,,2,,,,,2,32,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,27,2022-07-03T18:30:00.000Z,44,44,,5,1,,,6,,,,,6,38,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,28,2022-07-10T18:30:00.000Z,61,61,,5,,,,5,,,,,5,56,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,29,2022-07-17T18:30:00.000Z,84,84,,17,,,,17,,,,,17,67,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,30,2022-07-24T18:30:00.000Z,100,100,,37,2,,,39,,,,,39,61,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,31,2022-07-31T18:30:00.000Z,211,211,,88,1,,,89,,,,,89,122,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,32,2022-08-07T18:30:00.000Z,261,261,,104,1,,,105,,,,,105,156,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,33,2022-08-14T18:30:00.000Z,185,185,,60,1,,,61,,,,,61,124,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,34,2022-08-21T18:30:00.000Z,177,177,,57,2,,,59,,,,,59,118,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,35,2022-08-28T18:30:00.000Z,223,223,,52,3,,,55,,,,,55,168,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,36,2022-09-04T18:30:00.000Z,620,620,,81,16,,,97,,,8,8,105,515,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,37,2022-09-11T18:30:00.000Z,350,350,,30,3,,,33,,,,,33,317,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,38,2022-09-18T18:30:00.000Z,575,575,,52,6,,,58,,,,,58,517,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,39,2022-09-25T18:30:00.000Z,410,410,,23,10,,,33,,,3,3,36,374,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,40,2022-10-02T18:30:00.000Z,324,324,,13,11,,,24,1,,,1,25,299,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,41,2022-10-09T18:30:00.000Z,342,342,,9,4,,,13,1,,,1,14,328,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,42,2022-10-16T18:30:00.000Z,371,371,,3,7,,,10,1,,,1,11,360,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,43,2022-10-23T18:30:00.000Z,391,391,,11,10,,,21,4,,,4,25,366,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,44,2022-10-30T18:30:00.000Z,200,200,,1,4,,,5,2,,2,4,9,191,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,45,2022-11-06T18:30:00.000Z,70,70,,,2,,,2,1,,,1,3,67,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,46,2022-11-13T18:30:00.000Z,283,283,,2,,,,2,5,,,5,7,233,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,47,2022-11-20T18:30:00.000Z,385,385,,13,3,,,16,1,,,1,17,54,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,48,2022-11-27T18:30:00.000Z,245,245,,5,4,,,9,1,,,1,10,235,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,49,2022-12-04T18:30:00.000Z,361,361,,4,6,,,10,6,,,6,16,345,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,50,2022-12-11T18:30:00.000Z,253,253,,6,6,,,12,2,,,2,14,239,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,51,2022-12-18T18:30:00.000Z,318,318,,4,11,,,15,1,,1,2,17,301,3
SEAR,Southern Asia,India,IND,SENTINEL,2022,52,2022-12-25T18:30:00.000Z,327,327,,5,9,,,14,,,,,14,313,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,1,2023-01-01T18:30:00.000Z,414,414,,2,21,,,23,1,,1,2,25,389,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,2,2023-01-08T18:30:00.000Z,481,481,,3,15,,,18,6,,1,7,25,456,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,3,2023-01-15T18:30:00.000Z,479,479,,3,27,,,30,4,,3,7,37,442,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,4,2023-01-22T18:30:00.000Z,443,443,,9,25,,,34,4,,7,11,45,398,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,5,2023-01-29T18:30:00.000Z,509,509,,4,38,,,42,3,,5,8,50,459,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,6,2023-02-05T18:30:00.000Z,409,409,,4,57,,,61,4,,3,7,68,341,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,7,2023-02-12T18:30:00.000Z,399,399,,0,37,,,37,3,,6,9,46,353,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,8,2023-02-19T18:30:00.000Z,474,474,,1,50,,,51,6,,7,13,64,410,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,9,2023-02-26T18:30:00.000Z,590,590,,5,64,,,69,17,,4,21,90,500,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,10,2023-03-05T18:30:00.000Z,529,529,,2,57,,,59,15,,11,26,85,444,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,11,2023-03-12T18:30:00.000Z,639,639,,1,50,,,51,20,,11,31,82,557,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,12,2023-03-19T18:30:00.000Z,569,569,,8,15,,,23,23,,-1,22,45,524,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,13,2023-03-26T18:30:00.000Z,559,559,,5,14,,,19,22,,10,32,51,508,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,14,2023-04-02T18:30:00.000Z,547,547,,6,16,,,22,11,,10,21,43,504,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,15,2023-04-09T18:30:00.000Z,749,749,,7,12,,,19,23,,1,24,43,706,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,16,2023-04-16T18:30:00.000Z,804,804,,12,6,,1,19,9,,13,22,41,763,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,17,2023-04-23T18:30:00.000Z,719,719,,8,5,,,13,11,,,11,24,695,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,18,2023-04-30T18:30:00.000Z,741,741,,5,4,,,9,12,,,12,21,720,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,19,2023-05-07T18:30:00.000Z,698,698,,2,2,,,4,1,,1,2,6,692,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,20,2023-05-14T18:30:00.000Z,707,707,,7,8,,,15,14,,2,16,31,676,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,21,2023-05-21T18:30:00.000Z,615,615,,3,1,,,4,6,,4,10,14,25,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,22,2023-05-28T18:30:00.000Z,662,662,,11,6,,,17,5,,1,6,23,639,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,23,2023-06-04T18:30:00.000Z,599,599,,15,6,,,21,5,,10,15,36,563,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,24,2023-06-11T18:30:00.000Z,584,584,,,5,,,5,12,,6,18,23,561,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,25,2023-06-18T18:30:00.000Z,520,520,,,2,,,2,9,,1,10,12,508,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,26,2023-06-25T18:30:00.000Z,550,550,,2,8,,,10,3,,,3,13,537,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,27,2023-07-02T18:30:00.000Z,639,639,,8,6,,,14,12,,7,19,33,606,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,28,2023-07-09T18:30:00.000Z,573,573,,3,11,,,14,5,,1,6,20,553,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,29,2023-07-16T18:30:00.000Z,636,636,,5,16,,,21,14,,3,17,38,598,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,30,2023-07-23T18:30:00.000Z,642,642,,4,24,,,28,7,,1,8,36,606,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,31,2023-07-30T18:30:00.000Z,601,601,,5,21,,,26,14,,,14,40,561,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,32,2023-08-06T18:30:00.000Z,714,714,,9,36,,,45,30,,,30,75,639,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,33,2023-08-13T18:30:00.000Z,714,714,,5,34,,,39,23,,2,25,64,650,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,34,2023-08-20T18:30:00.000Z,741,741,,20,42,,,62,30,,,30,92,649,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,35,2023-08-27T18:30:00.000Z,650,650,,7,41,,,48,26,,,26,74,576,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,36,2023-09-03T18:30:00.000Z,200,200,,1,8,,,9,20,,,20,29,171,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,38,2023-09-17T18:30:00.000Z,602,602,,11,19,,,30,20,,,20,50,552,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,39,2023-09-24T18:30:00.000Z,365,365,,8,5,,,13,14,,,14,27,338,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,40,2023-10-01T18:30:00.000Z,530,530,,18,16,,,34,13,,2,15,49,481,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,41,2023-10-08T18:30:00.000Z,685,685,,36,17,,,53,25,,5,30,83,602,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,42,2023-10-15T18:30:00.000Z,613,606,,34,20,,,54,19,,5,24,78,528,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,43,2023-10-22T18:30:00.000Z,518,518,,28,11,,,39,12,,2,14,53,465,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,44,2023-10-29T18:30:00.000Z,158,158,,10,7,,,17,7,,2,9,26,132,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,45,2023-11-05T18:30:00.000Z,74,74,,4,,,,4,4,,,4,8,66,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,46,2023-11-12T18:30:00.000Z,118,118,,3,3,,,6,3,,,3,9,109,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,47,2023-11-19T18:30:00.000Z,111,111,,1,,,,1,1,,,1,2,109,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,48,2023-11-26T18:30:00.000Z,128,128,,2,,,,2,9,,,9,11,117,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,49,2023-12-03T18:30:00.000Z,162,162,,8,,,,8,3,,,3,11,151,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,50,2023-12-10T18:30:00.000Z,125,125,,1,3,,,4,4,,,4,8,117,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,51,2023-12-17T18:30:00.000Z,178,178,,3,,,,3,6,,,6,9,169,3
SEAR,Southern Asia,India,IND,SENTINEL,2023,52,2023-12-24T18:30:00.000Z,155,155,,3,1,,,4,9,,,9,13,142,3
SEAR,Southern Asia,India,IND,SENTINEL,2024,1,2023-12-31T18:30:00.000Z,186,186,,,,,,,,,,,,186,3
